,text,UniqueID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
20401,tough week mental amp emot unabl meet deadlin add goal even spend time famili kept know im glad peopl life ask ruok help xfxfxxc head clear goal reach xfxfxxc,20401,0,2,0,0,1,1,1,1,0,0
20402,think tuesday arvo shoutout adoptedfootballfamili everywher hope your cracker weeknnspexexxa,20402,0,1,0,0,1,0,1,0,1,1
20403,sport fantast way convers go suicideprevent check great video upcom ruok sport campaign back nnnswswift paratriathlon triathlonaustralia ,20403,0,0,0,0,0,0,0,0,0,0
20404,new blog post upload thursday last week post poem base around mental health dont forget keep check friend famili ask ruok blog blogpost thinkingoutloud blogger writer poem fuzzymind mentalhealth mentalhealthawar ,20404,0,0,0,0,1,1,2,0,0,2
20405,think tuesday arvo shoutout adoptedfootballfamili everywher hope your cracker weeknnspexexxa,20405,0,1,0,0,1,0,1,0,1,1
20406,think tuesday arvo shoutout adoptedfootballfamili everywher hope your cracker weeknnspeci mention anyon who struggl moment alway younntak care stay safe guy love alwaysnnruok,20406,0,1,0,0,3,0,3,0,1,2
20407,mummi big chang mean big feel thatxexx ok ruok,20407,0,0,0,0,0,0,0,0,0,0
20408,xexxb chang want seexexx make stop reset everi time hear someon say late wipe tear chelsea bonner aanareset ruok,20408,0,1,0,0,0,1,0,1,0,0
20409,mummi big chang mean big feel thatxexx ok ruok,20409,0,0,0,0,0,0,0,0,0,0
20410,ruok day pass doesnxexxt mean stop check mate worri cost noth toxexxa,20410,0,0,0,0,0,0,1,0,0,1
20411,ruok day pass doesnxexxt mean stop check mate worri cost noth toxexxa,20411,0,0,0,0,0,0,1,0,0,1
20412,ruok day pass doesnxexxt mean stop check mate worri cost noth reach go,20412,0,0,0,0,0,0,1,0,0,1
20413,support ruok video ill share someth life that hard talk ive almost kill twice cousin brilliant artist truli wonder human sever year later aunt gt,20413,1,2,1,2,2,3,4,2,0,3
20414,great spotlight ruok mental health global well track pleas confirm integr today mindset track track client platformnnwork lead academ spacexexxa ,20414,0,4,0,1,0,1,1,1,0,0
20415,depress known caus physic diseas asthma coronari heart diseas high cholesterol oesophag gastroenter e coli infect urinari system disord add extra emphasi ruok day ruok mentalhealth ,20415,0,0,1,1,0,2,1,1,0,1
20416,xfxfxxf nbang onnyou right appar xexxextrovertxexx alway put show ensur friend fine arrang togethersnnruok ,20416,0,0,0,0,1,0,1,0,0,2
20417,check first clip impact ruokgsu walk campussafetymonthgsu asaferst georgiast ruok mentalhealthmatt endsuicidennn suicid prevent lifelin navail hour,20417,0,0,0,1,0,0,0,0,0,0
20418,think say best herenruok worldsuicidepreventionday ,20418,0,0,0,0,0,0,0,0,0,0
20419,today ask staff xexxcr u okxexxd simpl word could chang save life encor care peoplexexxa,20419,0,0,0,0,1,0,2,0,0,2
20420,suicid awar support group ruok ,20420,0,0,0,0,0,0,0,0,0,0
20421,alway ask twice areyouok ruok ,20421,0,0,0,0,0,0,0,0,0,0
20422,work remot auster locat lone mental tough sometim littl thing daynnruok ,20422,0,0,0,0,0,1,0,2,0,0
20423,ruoknna organis take mental health seriouslynnxfxfxxa ever feel need help pleas rxexxa,20423,0,1,0,1,0,1,0,1,0,0
20424,alway right id like five friend post messag share show u alway somexexxa,20424,0,1,0,0,2,0,2,0,0,3
20425,minut workout quickli boost mood ruok ,20425,0,0,0,0,0,0,0,0,0,0
20426, love strong enough open theblock ruok,20426,0,0,0,0,1,0,1,0,0,0
20427,road damn tough keep go one stepyour ride never alon keeptalkingmh mentxexxa,20427,1,0,1,0,0,2,0,1,0,0
20428,road damn tough keep go one stepyour ride never alon keeptalkingmh mentxexxa,20428,1,0,1,0,0,2,0,1,0,0
20429,road damn tough keep go one stepyour ride never alon keeptalkingmh mentalhealthawar kindnessmatt ruok loveoverh xfxfxaxaxfxfxxxfxfxxc ,20429,1,0,1,0,0,2,0,1,0,0
20430,import keep ask year round ruok ,20430,0,0,0,0,0,0,0,0,0,0
20431,itxexx okay okay donxexxt afraid speak ruok xfxfxxaaxfxfxfxbc ,20431,0,0,0,1,0,1,0,0,0,0
20432,xexxaaxefxbxfxexxaaxefxbxfdaysxexxaaxefxbxfofxexxaaxefxbxfrealdaysofr dayofrealnb part imperfectlyperfectcampaign campaign especi lasxexxa,20432,0,0,0,0,0,0,0,0,0,0
20433,xexxaaxefxbxfxexxaaxefxbxfdaysxexxaaxefxbxfofxexxaaxefxbxfrealdaysofr dayofrealnb part imperfectlyperfectcampaign campaign especi last week awar suicid prevent month ruok day show morexexxa ,20433,0,0,0,1,0,0,0,0,0,1
20434,nia support r u okday thursday septemb believ convers chang livesnthi year wexexxr leaxexxa,20434,0,0,0,0,0,0,0,0,0,0
20435,alway seek help fm profession consid make decis surround ur mentalhealth even feel fulli recov xexxcman past suffer silenc man hand upxexxd mentalhealthmatt ruok ,20435,0,2,0,0,0,2,1,0,0,0
20436,ixexxv great day didnxexxt even leav hous jarmi mondayxexx amp friend best heart much xfxfxaxxfxfxfxbcallittakesisaphonecal hospoentertain life killer weekend ruok,20436,0,0,0,0,1,0,1,0,0,1
20437,ruok day make feel ok man mani via ,20437,0,0,0,0,0,0,0,0,0,0
20438, congratul josh paig complet sydneymarathon nthank support money rais leukemia ruok latic underngreat effort coyb latic still time donat ,20438,2,2,0,1,1,1,2,1,1,1
20439,brother boy club everi nd saturday brotherboy ruok fit ,20439,0,0,1,0,0,1,1,0,0,1
20440, beauti word weak must accept strength other let hand ruok one day year everyday need especi day dont,20440,0,0,0,0,0,0,2,0,0,2
20441,import keep ask year round ruok ,20441,0,0,0,0,0,0,0,0,0,0
20442,import keep ask year round ruok ,20442,0,0,0,0,0,0,0,0,0,0
20443,xexxcw two dumb bastard bungare tri work though horrif ill timexexxdnn,20443,1,0,2,1,0,3,0,2,0,0
20444,import keep ask year round ruok ,20444,0,0,0,0,0,0,0,0,0,0
20445,start convers today could chang life ask ruok workplac home ,20445,0,1,0,0,0,0,0,0,0,0
20446,better way celebr spring rock bold lipxfxfxx liptemb month support women convers around mentalhealth doesnt take lot ask mean lot listen xfxfxxb womenshealth ruok ,20446,0,0,0,0,0,0,2,0,0,0
20447,love someon theyr least loveabl one beauti thing someon xexcxaxexcxaxexcxa zenzali inspirationalsoul inspiredspiritualwel lovehard lovethemwhentheyreunlov ruok ,20447,0,0,0,0,1,0,1,0,0,0
20448,come back xfxfxxaon fire xfxfxxa confer surpris made heart full thank amaz thing kid rock gurl nrelentless pdpn teachonfir ruok ,20448,0,0,0,1,0,0,2,0,0,0
20449,mate doesnxexxt seem right trustthesign ask ruokn nwhether current serv member vetxexxa,20449,0,0,0,0,0,0,1,0,0,1
20450,today ruok day nation day action dedic remind everyon ask xexxcar okxexxd rememb everxexxa,20450,0,0,0,0,0,0,1,0,0,1
20451,close ubixp chariti clash champion xfxfxfx nngg team compet massiv thank everyonexexxa,20451,1,1,0,0,1,1,1,0,0,2
20452, new releas simpl thing xfxfxexbbeauti written darkest moment depress nnkudo dean speak openli mental health issu take listen raisingawar simpleth suicidepreventionxcxa ruok ,20452,0,0,0,1,0,1,0,1,0,0
20453,forc dc amp uk kill julian assangenruok thisni notni defend julian assang expos crime axexxa,20453,1,0,0,2,0,2,1,1,0,0
20454,alway right id like five friend post messag share show u alway somexexxa,20454,0,1,0,0,2,0,2,0,0,3
20455,latest social voic box news nyfw ruok,20455,0,0,0,0,0,0,0,0,0,0
20456,ruok peopl newstart kept enforc endur poverti amp subject everwiden humiliationxexxa,20456,0,0,0,0,0,1,0,0,0,0
20457,part power convers struggl connect help chariti stream still go come part someth awesom hggmaketodaybett twloha ruok,20457,0,0,0,0,0,0,0,0,0,0
20458,today okay day doesnxexxt make less gangsta break stigma rxexxa,20458,1,0,1,1,0,1,0,1,1,0
20459,forc dc amp uk kill julian assangenruok thisni notni defend julian assang expos crime axexxa,20459,1,0,0,2,0,2,1,1,0,0
20460,forc dc amp uk kill julian assangenruok thisni notni defend julian assang expos crime crimenfreejulianassang defendfreedomofthepress ,20460,1,0,0,2,0,2,1,1,0,0
20461,ruok isnt second group social media post ton hashtag mani friend feel ok blow smoke ars tell great peopl dont feel ok never repli phone call coffe beer harder yard,20461,0,0,0,0,2,0,2,0,0,1
20462,excel poster tokyometro greatjob canihelpy areyouokay ruok letsspeakenglish letstryjapanes japanes japan subway ,20462,0,1,0,0,1,0,1,0,1,1
20463,excel poster tokyometro greatjob canihelpy areyouokay ruok letsspeakenglish letstryjapanes japanes japan subway ,20463,0,1,0,0,1,0,1,0,1,1
20464,suicid awar support group ruok ,20464,0,0,0,0,0,0,0,0,0,0
20465,suicid awar support group ruok ,20465,0,0,0,0,0,0,0,0,0,0
20466,suicid awar support group ruok ,20466,0,0,0,0,0,0,0,0,0,0
20467,fantast thread hcp leader helper itxexx okay other itxexx okay ask help itxexx okay say youxexxr ok healthyinhc burnout compassionfatigu empathypreserv ruok nursetwitt tweetrn medtwitt firstrespond emtwitt em ,20467,0,0,0,0,0,0,2,0,0,2
20468,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20468,0,0,0,0,0,0,1,0,0,0
20469,alway right id like five friend post messag share show u alway someon need talk think know willnxfxfxxndepress killsnruok,20469,0,1,0,0,2,0,3,0,0,3
20470,awesom sight especi daughter embrac dunsborough ruok positivemindset blessedtobeok ,20470,0,0,0,0,1,0,1,0,0,0
20471,lil doot typographi ruok ,20471,0,0,0,0,0,0,0,0,0,0
20472,lil doot typographi ruok ,20472,0,0,0,0,0,0,0,0,0,0
20473,lil doot typographi ruok ,20473,0,0,0,0,0,0,0,0,0,0
20474,definit less funni less year undoubtedli import topic discuss xexxa,20474,0,1,1,0,0,0,0,0,0,0
20475,right back couldnxexxt gotten without workbesti check ixexxm ok laugh love see ruok messag encourag support senior research like ,20475,0,0,0,0,2,0,2,0,1,0
20476, how weekend ruok day recent ok ,20476,0,0,0,0,0,0,0,0,0,0
20477,apart r u ok function address audienc present quit number peopl ask elabor topic ruok well wellb compass help mind,20477,0,1,0,0,1,1,1,0,1,2
20478,close ubixp chariti clash champion xfxfxfx nngg team compet massiv thank everyonexexxa,20478,1,1,0,0,1,1,1,0,0,2
20479,close ubixp chariti clash champion xfxfxfx nngg team compet massiv thank everyonexexxa,20479,1,1,0,0,1,1,1,0,0,2
20480,close ubixp chariti clash champion xfxfxfx nngg team compet massiv thank everyonexexxa,20480,1,1,0,0,1,1,1,0,0,2
20481,close ubixp chariti clash champion xfxfxfx nngg team compet massiv thank everyon gave gener ruok cours weekendnnmfwin ,20481,1,1,0,0,1,1,1,0,0,2
20482,suicid awar support group ruok ,20482,0,0,0,0,0,0,0,0,0,0
20483,suicid awar support group ruok ,20483,0,0,0,0,0,0,0,0,0,0
20484,awok morn day australia r u ok day suicid prevent individu nerv dont know asham ruok ,20484,0,1,0,1,0,0,0,0,0,0
20485,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20485,0,0,0,0,0,0,1,0,0,0
20486,friend fpm includ presid amp want make sure askxexxa,20486,0,0,0,0,1,0,1,0,0,1
20487,itxexx time take home ultim brag right grand final ubixp chariti clashnntun sxexxa,20487,0,1,0,0,0,1,0,0,0,0
20488,itxexx time take home ultim brag right grand final ubixp chariti clashnntun sxexxa,20488,0,1,0,0,0,1,0,0,0,0
20489,itxexx time take home ultim brag right grand final ubixp chariti clashnntun show support donat ruoknnxfxfxxba ,20489,0,1,0,0,0,1,0,0,0,1
20490,congratul ig teacher luci howardshibuya veronica whitakernboth took part todayxexx sydney run festiv nveronica whitak ran half marathon rais fund cancer research luci ran km bridg run support ruok ,20490,1,0,1,1,0,1,1,1,0,1
20491,suicid awar support group ruok ,20491,0,0,0,0,0,0,0,0,0,0
20492,beingkindisfre ruok tourfamili hotel grand chancellor brisban ,20492,0,0,0,0,0,0,0,0,0,1
20493,gp dad year know better haveachat mentalhealth nit ok ask ruok nnsometim make differencenpukaup nxfxfxxxfxfxxaxfxfxxbaxfxfxxcxfxfxexbxfxfxax ,20493,0,0,0,0,0,0,0,0,0,0
20494,light candlen sketch day septemb sketch day challeng nsamanthalord art artoftheday illustr australianartist artist nsketchbook sketch sketchaday sketchadaychallang drawingnruok areyouok candl memori sad lightacandl ,20494,0,1,0,0,1,0,1,1,1,0
20495,realli impress ruok day messag still commun beyond one campaign day humanconnect supporteachoth mentalheath,20495,0,0,0,0,0,0,1,0,0,0
20496,suicid awar support group ruok ,20496,0,0,0,0,0,0,0,0,0,0
20497,anybodi els offend lnp frontbench wear ruok badg overse polici often push refuge axexxa,20497,1,0,1,0,0,2,0,0,0,1
20498,suicid awar support group ruok ,20498,0,0,0,0,0,0,0,0,0,0
20499,suicid awar support group ruok ,20499,0,0,0,0,0,0,0,0,0,0
20500,suicid awar support group ruok ,20500,0,0,0,0,0,0,0,0,0,0
20501,anybodi els offend lnp frontbench wear ruok badg overse polici often push refuge axexxa,20501,1,0,1,0,0,2,0,0,0,1
20502,anybodi els offend lnp frontbench wear ruok badg overse polici often push refuge axexxa,20502,1,0,1,0,0,2,0,0,0,1
20503,anybodi els offend lnp frontbench wear ruok badg overse polici often push refuge axexxa,20503,1,0,1,0,0,2,0,0,0,1
20504,anybodi els offend lnp frontbench wear ruok badg overse polici often push refuge axexxa,20504,1,0,1,0,0,2,0,0,0,1
20505,anybodi els offend lnp frontbench wear ruok badg overse polici often push refuge welfar recipi thought suicideninsid,20505,1,1,1,0,0,2,0,0,0,1
20506,bit xexxbluexexx week happen ixexxm oknnexpert suggest exercis help pm fri screen xexxangel fallenxexx amc centuri citynnth movi theatr happi place alway nnthe film entertain xexxxexx throwbackn tnruok,20506,0,1,0,0,1,0,1,0,0,1
20507, two differ yet touch stori talk peopl talk ruok,20507,0,0,0,0,0,0,2,0,0,0
20508,great chat brave dairi farmer joe meggetto import speak feel like your struxexxa,20508,0,0,0,0,0,0,0,0,0,0
20509,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20509,0,0,0,0,0,0,1,0,0,0
20510,henrycavil fan xx ruok xexdxaxefxbxfxexdxaxefxbxfxexdxaxefxbxfxexdxaxefxbxf ,20510,0,0,0,0,0,0,0,0,0,0
20511,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20511,0,0,0,0,0,0,1,0,0,0
20512,letxexx look othernblackdog nbeyondbluenruoknn,20512,0,0,0,0,0,0,0,0,0,0
20513,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20513,0,0,0,0,0,0,1,0,0,0
20514,suicidenth word attentionndidnxexxt itnth truth issuicid catch everyonexexx attent nitxexx action lxexxa,20514,0,0,0,0,0,0,3,0,1,2
20515,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20515,0,0,0,0,0,0,1,0,0,0
20516,suicid awar support group ruok ,20516,0,0,0,0,0,0,0,0,0,0
20517,ruok rais awar power three word someth look ask someth isnxexxt quitxexxa,20517,0,0,0,0,0,0,1,0,0,1
20518,ruok import check done sincer style actpa breakfast actpa ,20518,0,0,0,0,0,0,1,0,0,0
20519,day check ixexxa,20519,0,0,0,0,0,0,0,0,0,0
20520,cantarguewiththat lendahand ruok wisdom pma daili ,20520,0,0,0,0,0,0,1,0,0,1
20521,great chat brave dairi farmer joe meggetto import speak feel like your struxexxa,20521,0,0,0,0,0,0,0,0,0,0
20522,suicidenth word attentionndidnxexxt itnth truth issuicid catch everyonexexx attent nitxexx action lxexxa,20522,0,0,0,0,0,0,3,0,1,2
20523,chang cure commun week creek class go win thxexxa,20523,0,0,0,0,0,0,0,0,0,0
20524, definit less funni less year undoubtedli import topic discuss depress affect itxexx import ask ruok ,20524,0,1,1,1,0,1,0,1,0,0
20525,chang cure commun week creek class go win childhoodcancerawarenessmonth ruok continu ,20525,0,0,0,0,0,0,0,0,0,0
20526,day check ixexxa,20526,0,0,0,0,0,0,0,0,0,0
20527, day check other ruok ,20527,0,0,0,0,0,0,0,0,0,0
20528,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20528,0,0,0,0,0,0,1,0,0,0
20529,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20529,0,0,0,0,0,0,1,0,0,0
20530,well done jesi huge import issu save livxexxa,20530,0,0,0,0,1,0,1,0,0,1
20531,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20531,0,0,0,0,0,0,1,0,0,0
20532,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20532,0,0,0,0,0,0,1,0,0,0
20533,good ask peopl ruok rememb ok ok ok ask help admit youxexxa,20533,0,1,0,0,1,0,1,0,1,1
20534,good ask peopl ruok rememb ok ok ok ask help admit youxexxa,20534,0,1,0,0,1,0,1,0,1,1
20535,alot peopl australia asham cousin wrote fan ruok afl ,20535,0,0,0,0,0,0,0,0,0,0
20536,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20536,0,0,0,0,0,0,1,0,0,1
20537,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20537,0,0,0,0,0,0,1,0,0,0
20538,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20538,0,0,0,0,0,0,1,0,0,0
20539,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20539,0,0,0,0,0,0,1,0,0,0
20540,itxexx okay okay donxexxt afraid speak ruok xfxfxxaaxfxfxfxbc ,20540,0,0,0,1,0,1,0,0,0,0
20541, wow total class memori dannyfrawley ruok togeth,20541,0,0,0,0,0,0,0,0,0,0
20542, dear pleas attempt post someth posit week take step back consid effect comment other ripspud ruok chamberlainfound,20542,0,2,0,1,0,1,1,1,0,0
20543, huge respect simon post incred import speak person battl beauti begin within look amaz photo hope youxexxr mend ok itsoknottobeok ruok,20543,0,2,0,0,2,0,2,0,1,2
20544,suicid awar support group ruok ,20544,0,0,0,0,0,0,0,0,0,0
20545,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20545,0,0,0,0,0,0,1,0,0,1
20546,moment pen song one darkest hour recal knew xexxsimpl thingsxexx juxexxa,20546,0,0,0,0,0,0,0,0,0,0
20547,fantast news cquni mba program plu huge congratul mt present proud xexxa,20547,0,2,0,0,2,0,2,0,1,2
20548,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20548,0,0,0,0,0,0,1,0,0,1
20549,school longer place learn work learn live ruok xexxa,20549,0,0,0,0,0,0,2,0,0,1
20550,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20550,0,0,0,0,0,0,1,0,0,1
20551,week r u okdaynin spirit day ask support team mate check coach chat peer ask r u oknnruok fna freonetbal besaf behealthi showrespect ,20551,0,0,0,0,0,0,2,0,0,3
20552,cool initi friend australianot suicidepreventionday consequ ask massiv outweigh consequ ask ruok trustthesign endthestigma ,20552,0,0,0,0,1,0,2,0,0,1
20553,fantast gestur acknowledg pass xexx spud frawley nrlstormraidersnruok,20553,0,0,0,0,0,0,0,0,0,0
20554,new blog avail tomorrow nnchildbirth dad perspectivennit may controversi dad abl speak difficult watch person love much painnnnewdad dadlif childbirth ruok mentalhealth mum babi,20554,0,2,0,3,1,1,1,0,0,0
20555,overwhelm respons amp footyolog websit podcast discuss mental health thank certainlxexxa,20555,0,0,0,0,0,1,0,0,0,0
20556,youxexxr depress dilligaf ruok auspol,20556,0,0,0,1,0,1,0,1,0,0
20557,ssh fundrais ru ok day everyday ask famili friend staff colleagu teacher oxexxa,20557,0,0,0,0,1,0,2,0,0,2
20558,itxexx ruok day today tell friend okay ixexxm listen xfxfxax,20558,0,0,0,0,1,0,1,0,0,1
20559,dont forget kid youv finish ask everyon ruok ask ok listen great music mow simpl man xfxfxx ,20559,0,0,0,0,1,1,1,1,0,0
20560, ruok xexcxcxefxbxf,20560,0,0,0,0,0,0,0,0,0,0
20561,today ruok remind start convers could chang lifenon fav dr suess remindexexxa,20561,0,1,0,0,0,0,0,0,0,0
20562,today r u ok daynnso ask everyon oknar oknnask twice first answer alway yesnlexexxa,20562,0,0,0,0,0,0,0,0,0,0
20563,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20563,0,0,0,0,0,0,1,0,0,0
20564,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20564,0,0,0,0,0,0,1,0,0,1
20565,today ruok day spend larg major time work itxexx vital creat safe support healthyxexxa,20565,0,1,0,0,1,0,3,0,0,1
20566,overwhelm respons amp footyolog websit podcast discuss mental health thank certainlxexxa,20566,0,0,0,0,0,1,0,0,0,0
20567,weve partner ubisoft ubisoftexperi event proce go ruok come join ,20567,0,0,0,0,0,0,2,0,0,0
20568,sad depress claim anoth bright soul ok dont understand say instead tri r u ok rip spud xfxfxxfxfxfxx trustthesign ruok mentalhealthawar,20568,0,0,0,1,0,1,0,1,0,0
20569,thankyou amp nbeen giggl like yo past coupl hour listen stori saturdayrub rememb spud ruok,20569,0,0,0,0,0,0,0,0,0,0
20570,overwhelm respons amp footyolog websit podcast discuss mental health thank certainlxexxa,20570,0,0,0,0,0,1,0,0,0,0
20571, appear happi life parti amaz famili friend may live darkest day mental ill discrimin donxexxt spudxexx death vain ask question ruok ripspud,20571,2,1,2,2,1,2,2,2,1,1
20572,xexxa,20572,0,0,0,0,0,0,0,0,0,0
20573,sister old highschool friend kill yesterday engag new hous job one knew depress friend fianc found went work came home woman sinc dead ruok,20573,0,0,0,2,3,2,4,2,0,3
20574,donxexxt miss menxexx mental health wellb featur today great part brook fogden andri bander ampadan richard wellb trustyourgut ruok ,20574,0,0,0,0,0,0,0,0,0,0
20575, school longer place learn work learn live ruok achiev ,20575,0,0,0,0,0,0,2,0,0,1
20576,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20576,0,0,0,0,0,0,1,0,0,0
20577,someth dear heart nnwhile nation day australia import everyon trustthesigxexxa,20577,0,0,0,0,0,0,1,0,0,1
20578,deadli organis free coffeexexx staff catch ask ruok nnthank ampxexxa,20578,0,0,0,0,0,0,0,0,1,0
20579,xexxa,20579,0,0,0,0,0,0,0,0,0,0
20580,itxexx ruok day today tell friend okay ixexxm listen xfxfxax,20580,0,0,0,0,1,0,1,0,0,1
20581,spirit ruok day facilit mentalhealth event focus commun build break stigma motorcycl world men tend seek help think meant tough highlight see brave men turn talk ,20581,1,1,1,1,0,2,4,2,1,0
20582,today r u ok day simpl question reach ask famili friend today r u ok xexdxaxefxbxfnruok rttoxexxa,20582,0,0,0,0,1,0,2,0,0,1
20583,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20583,0,0,0,0,0,0,1,0,0,0
20584,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20584,0,0,0,0,0,0,1,0,0,0
20585,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20585,0,0,0,0,0,0,1,0,0,0
20586,worldsuicidepreventionday pleas paus think ur midst may need ur support dont afraid toxexxa,20586,0,1,0,2,0,2,0,1,0,0
20587,yesterday ahampmrc took part ruok day soon offic littl bay xfxfxxbsuicideprevent ,20587,0,0,0,0,0,0,0,0,0,0
20588,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20588,0,0,0,0,0,0,1,0,0,0
20589,youxexxr depress dilligaf ruok auspol,20589,0,0,0,1,0,1,0,1,0,0
20590,xexxcw two dumb bastard bungare tri work though horrif ill timexexxdnn,20590,1,0,2,1,0,3,0,2,0,0
20591,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20591,0,0,0,0,0,0,1,0,0,1
20592,letxexx talk wexexxr stronger togeth wexexxr check love one ruok mob feel connect need toxexxa,20592,1,0,0,1,1,1,2,0,0,0
20593,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20593,0,0,0,0,0,0,1,0,0,1
20594,ruok horrend rate suicid especi amongst indian women youngster ok start convers checkxexxa,20594,0,1,0,0,0,0,0,0,0,0
20595,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20595,0,0,0,0,0,0,1,0,0,1
20596,nia support r u okday thursday septemb believ convers chang livesnthi year wexexxr leaxexxa,20596,0,0,0,0,0,0,0,0,0,0
20597,week suicid prevent awar week servic avail student may need addit assist inform someon take look attach flyer inform servic mentalhealthawar ruok ,20597,0,0,0,1,0,0,1,0,0,3
20598,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20598,0,0,0,0,0,0,1,0,0,1
20599,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20599,0,0,0,0,0,0,1,0,0,1
20600,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20600,0,0,0,0,0,0,1,0,0,0
20601,ruok pleas dm anyon need talk sandi ,20601,0,1,0,1,0,1,1,1,0,0
20602,today okay day doesnxexxt make less gangsta break stigma rxexxa,20602,1,0,1,1,0,1,0,1,1,0
20603,ruok australian lifesav academi ala nsw offer mental health first aid mhfa standard day cours autxexxa,20603,0,0,0,0,0,0,2,0,0,0
20604,ruok pleas dm anyon need talk sandi ,20604,0,1,0,1,0,1,1,1,0,0
20605,ruok pleas dm anyon need talk sandi ,20605,0,1,0,1,0,1,1,1,0,0
20606,r u okay meridian recruit solut peopl heart everyth commit support mental health employe partner everyon come across workplac everyday life check ask r u ok ruok mentalhealth ,20606,0,0,0,0,0,0,1,0,0,1
20607,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20607,0,0,0,0,0,0,1,0,0,0
20608,mum rise finger stiff amp eyesight amp hear continu fade amp life bit roller coaster asxexxa,20608,0,0,0,1,0,3,0,0,0,0
20609, question isnnruok,20609,0,0,0,0,0,0,1,0,0,0
20610,total callou thing say poor anim distract empathi ixexxa,20610,0,0,0,0,0,1,0,0,0,0
20611,mum rise finger stiff amp eyesight amp hear continu fade amp life bit roller coaster asxexxa,20611,0,0,0,1,0,3,0,0,0,0
20612,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20612,0,0,0,0,0,0,1,0,0,0
20613,think could extend messag beyond initi question avoidnnxexxcar okxexxdnnxexxcnoxexxdnnxexxcohxexxa,20613,0,0,0,0,0,0,2,0,0,0
20614,ruok convers start record podcast writer research former nurs sarah russelxexxa,20614,0,1,0,0,0,0,1,0,0,0
20615,ruok pleas dm anyon need talk sandi ,20615,0,1,0,1,0,1,1,1,0,0
20616,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20616,0,0,0,0,0,0,1,0,0,0
20617,ruok know great australian journalist solitari confin england bail violationnnar yxexxa,20617,0,0,0,0,0,0,1,0,0,0
20618,cant stand ruok preach qt member hous legal mental tortur onshorexexxa,20618,0,0,0,0,0,0,1,0,0,1
20619,ruok pleas dm anyon need talk sandi ,20619,0,1,0,1,0,1,1,1,0,0
20620,today ruok day spend larg major time work itxexx vital creat safe support healthyxexxa,20620,0,1,0,0,1,0,3,0,0,1
20621,ruok pleas dm anyon need talk sandi ,20621,0,1,0,1,0,1,1,1,0,0
20622,late ruok oknher summari resourc mental health avail,20622,0,0,0,0,0,1,0,1,0,0
20623,trust sign trust gut ask r u oknnw spoke dr david lawrenc import take time shoxexxa,20623,0,1,1,0,0,1,0,0,0,2
20624,mum rise finger stiff amp eyesight amp hear continu fade amp life bit roller coaster asxexxa,20624,0,0,0,1,0,3,0,0,0,0
20625, whatxexx mate nneed someon talk ruok,20625,0,0,0,0,0,0,2,0,0,1
20626,itxexx okay okay donxexxt afraid speak ruok xfxfxxaaxfxfxfxbc ,20626,0,0,0,1,0,1,0,0,0,0
20627,ruok day friend amaz program r u ok day wed encourag check sometimesxexxa,20627,0,0,0,0,1,0,1,0,0,1
20628,overwhelm respons amp footyolog websit podcast discuss mental health thank certainlxexxa,20628,0,0,0,0,0,1,0,0,0,0
20629,late ruok oknher summari resourc mental health avail foremost postdoc remind access campu,20629,0,0,0,0,0,1,0,1,0,0
20630,mum rise finger stiff amp eyesight amp hear continu fade amp life bit roller coaster asxexxa,20630,0,0,0,1,0,3,0,0,0,0
20631,mum rise finger stiff amp eyesight amp hear continu fade amp life bit roller coaster asxexxa,20631,0,0,0,1,0,3,0,0,0,0
